,Unnamed: 0,RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,EB
1488,1488,1489,15625824,Kornilova,1,1,1,1,6,2,4,1,0,0,1,2.894580498
1489,1489,1490,15617705,Ozioma,1,0,0,1,8,2,1,0,1,2,0,0.806511456
1490,1490,1491,15761976,Su,2,1,0,1,8,0,2,1,0,1,0,0.0
1491,1491,1492,15634891,Jamison,0,2,0,2,7,2,1,1,0,2,1,0.525785018
1492,1492,1493,15744517,Esposito,2,1,1,2,9,0,1,0,0,2,1,0.0
1493,1493,1494,15686963,Hardiman,1,1,0,1,3,0,1,1,0,2,0,0.0
1494,1494,1495,15808189,Woodard,0,0,1,2,6,0,2,0,1,1,0,0.0
1495,1495,1496,15580845,Chienezie,1,2,1,2,7,2,1,0,1,1,0,0.897646769
1496,1496,1497,15799156,Okwuadigbo,0,1,1,1,8,0,2,0,0,1,0,0.0
1497,1497,1498,15694296,Chineze,1,0,1,1,9,2,2,1,0,0,0,4.59265257
1498,1498,1499,15677049,O'Brien,1,2,0,1,7,2,2,0,1,2,0,0.602004601
1499,1499,1500,15583595,Tao,0,0,0,1,8,0,1,1,1,1,0,0.0
1500,1500,1501,15590146,Mao,1,0,1,2,1,1,1,0,1,1,1,1.288360792
1501,1501,1502,15801548,Buckland,1,0,0,1,7,2,2,1,1,0,0,9.948546629
1502,1502,1503,15660833,Flannery,2,2,1,1,5,1,2,0,0,1,0,0.821758988
1503,1503,1504,15762277,Jamieson,1,0,1,2,5,2,1,0,0,1,1,1.899680826
1504,1504,1505,15791302,Swift,2,0,1,1,8,0,2,1,0,1,0,0.0
1505,1505,1506,15798975,Doherty,1,2,1,2,4,2,1,0,0,0,1,3.668510755
1506,1506,1507,15599956,Payne,2,0,1,1,10,0,2,0,0,0,0,0.0
1507,1507,1508,15577274,Genovese,0,2,0,2,3,2,1,1,0,0,0,22.12368289
1508,1508,1509,15701200,Lucciano,0,0,1,1,6,0,2,1,1,0,0,0.0
1509,1509,1510,15638149,Rowley,0,0,1,1,6,2,1,1,0,2,0,0.526464423
1510,1510,1511,15786199,Hsing,0,0,1,1,2,2,1,1,1,1,0,1.206170311
1511,1511,1512,15701765,Vincent,0,1,0,1,0,0,2,0,0,0,0,0.0
1512,1512,1513,15586974,Pearce,1,0,1,1,10,0,2,1,1,1,0,0.0
1513,1513,1514,15729040,Lamb,0,0,1,2,2,0,2,1,0,0,0,0.0
1514,1514,1515,15788676,Riley,0,1,1,1,8,1,2,1,1,0,0,7.093539341
1515,1515,1516,15602497,Honore,2,1,1,1,6,2,1,0,1,0,0,6.413813176
1516,1516,1517,15701333,Blackburn,1,0,0,1,7,1,1,0,0,2,0,0.590835992
1517,1517,1518,15812071,Endrizzi,2,0,1,2,6,1,2,0,1,1,0,0.669716097
1518,1518,1519,15634375,Duncan,1,1,0,1,8,0,2,0,0,1,0,0.0
1519,1519,1520,15738267,Macarthur,0,0,0,2,3,2,1,1,1,1,1,1.113469416
1520,1520,1521,15786800,Gould,2,2,1,2,5,2,1,0,1,1,1,1.418003736
1521,1521,1522,15591130,Medvedev,0,1,0,1,6,0,2,0,1,1,0,0.0
1522,1522,1523,15720662,Sholes,2,0,0,1,1,2,1,1,1,0,0,6.398858323
1523,1523,1524,15751531,Shaw,1,1,1,2,8,0,2,1,1,2,0,0.0
1524,1524,1525,15653595,Ts'ai,2,0,1,2,6,0,2,0,1,2,0,0.0
1525,1525,1526,15568360,Rolon,0,1,0,2,4,2,1,1,1,2,0,0.855163532
1526,1526,1527,15781210,Reid,1,0,1,1,8,0,2,0,0,0,0,0.0
1527,1527,1528,15668058,Chinwendu,1,2,1,1,8,2,1,1,0,1,0,1.431711078
1528,1528,1529,15597131,Fu,0,0,1,1,5,2,1,1,1,0,0,47.57724047
1529,1529,1530,15697283,Mackenzie,0,1,1,1,8,0,2,1,0,1,0,0.0
1530,1530,1531,15640953,Bligh,1,0,0,1,2,2,2,1,1,1,0,0.88996243
1531,1531,1532,15715031,Davidson,1,0,0,1,6,0,2,0,1,1,0,0.0
1532,1532,1533,15589660,Lamble,1,2,0,1,1,2,1,0,1,1,0,2.577503854
1533,1533,1534,15769818,Moore,2,0,0,1,3,2,1,0,1,1,0,3.067166881
1534,1534,1535,15782736,Jose,0,2,0,2,4,2,1,0,1,2,1,0.929799223
1535,1535,1536,15614818,Trevisani,2,1,0,1,9,2,1,0,1,1,0,1.420080733
1536,1536,1537,15794014,Schofield,2,0,0,1,8,0,2,1,0,0,0,0.0
1537,1537,1538,15732448,Stewart,2,0,0,1,8,0,1,1,1,0,0,0.0
1538,1538,1539,15723411,Jamieson,1,1,0,1,4,2,1,1,1,0,0,2.117061743
1539,1539,1540,15797686,Howard,0,0,1,1,8,2,1,1,1,2,0,0.739184623
1540,1540,1541,15605950,Onwuamaeze,0,2,1,1,1,2,2,1,1,2,0,0.829529612
1541,1541,1542,15812497,D'Albertis,1,2,1,1,5,2,1,1,0,1,0,1.477018755
1542,1542,1543,15690678,Brooks,0,0,0,1,4,2,1,1,1,2,0,0.747742501
1543,1543,1544,15747677,Gordon,1,1,1,2,6,2,1,1,1,0,0,4.541177008
1544,1544,1545,15618926,Nwachukwu,0,1,1,2,7,0,2,1,1,0,0,0.0
1545,1545,1546,15673908,Chinweike,1,2,0,2,6,2,1,1,1,1,0,1.201145667
1546,1546,1547,15727944,Simpkinson,1,2,0,2,1,1,1,1,1,1,0,0.68714873
1547,1547,1548,15807294,Walker,1,1,0,1,2,1,2,1,1,1,0,0.912941015
1548,1548,1549,15618581,Diribe,1,1,1,1,8,0,2,1,1,1,0,0.0
1549,1549,1550,15584364,Trentini,1,0,1,2,4,1,1,1,0,2,1,0.362844902
1550,1550,1551,15599552,Conway,1,1,0,2,2,0,2,1,1,1,0,0.0
1551,1551,1552,15749177,Maslow,2,1,0,2,7,0,2,0,1,1,0,0.0
1552,1552,1553,15718779,Clark,2,0,1,1,1,0,1,1,1,1,0,0.0
1553,1553,1554,15568106,L?,1,0,0,1,8,2,2,0,1,0,0,6.157641452
1554,1554,1555,15779481,Swadling,1,0,1,1,4,2,2,1,1,1,0,1.257930382
1555,1555,1556,15709994,Gallo,1,0,0,1,7,2,1,0,1,1,1,1.037929774
1556,1556,1557,15772777,Onyemachukwu,2,1,0,1,10,0,2,1,1,1,0,0.0
1557,1557,1558,15706815,Samoylova,0,2,1,1,2,1,1,1,1,2,1,0.480091422
1558,1558,1559,15618018,Dickson,0,0,0,1,1,2,2,0,1,2,0,0.586982975
1559,1559,1560,15671032,He,2,2,1,2,0,1,2,1,1,1,0,0.796607637
1560,1560,1561,15634281,P'an,2,2,0,2,10,2,1,0,0,1,0,1.52099848
1561,1561,1562,15766374,Leak,1,2,1,2,4,2,2,1,1,2,0,0.610395427
1562,1562,1563,15600991,Artemieva,1,2,1,1,6,2,2,1,1,0,1,5.607125431
1563,1563,1564,15777576,Frost,0,1,0,1,5,2,1,0,1,0,0,4.26312664
1564,1564,1565,15742613,Warner,2,2,0,2,8,2,2,1,0,2,0,0.886984242
1565,1565,1566,15649523,Kennedy,0,0,1,1,1,0,2,1,0,0,0,0.0
1566,1566,1567,15651063,Ifeatu,0,2,0,1,9,2,2,1,0,2,0,0.709665711
1567,1567,1568,15683124,Evans,1,0,1,2,6,2,1,0,0,2,1,0.600608851
1568,1568,1569,15618314,Chu,1,0,1,1,8,2,1,1,1,1,0,1.676593805
1569,1569,1570,15670823,Hsueh,1,2,0,2,1,2,1,1,0,0,1,2.607692067
1570,1570,1571,15607133,Shih,1,1,0,2,1,2,2,1,1,1,1,0.890241695
1571,1571,1572,15615012,Fan,1,0,1,1,5,2,1,1,0,2,0,0.970796449
1572,1572,1573,15725141,Whiddon,1,0,0,2,3,2,1,1,0,0,1,4.005916253
1573,1573,1574,15623560,Onyekachukwu,1,0,0,1,6,2,1,1,1,1,0,1.898017285
1574,1574,1575,15693018,Ermakova,1,2,1,1,10,2,1,1,1,1,0,1.261150913
1575,1575,1576,15636756,Marino,0,0,1,1,2,0,2,1,0,2,0,0.0
1576,1576,1577,15647474,Niu,1,0,0,1,9,1,2,1,1,1,0,1.575195865
1577,1577,1578,15576714,Manna,1,1,0,1,8,0,2,1,1,2,0,0.0
1578,1578,1579,15585047,Onyemere,1,0,1,1,7,2,1,0,0,2,0,0.814701937
1579,1579,1580,15743976,Archer,1,2,1,2,8,0,1,1,1,2,0,0.192581778
1580,1580,1581,15793881,Mitchell,2,0,0,1,6,2,1,0,1,0,0,38.31488326
1581,1581,1582,15576517,Everingham,0,2,0,1,7,2,2,1,1,1,0,1.856214704
1582,1582,1583,15631072,Huie,1,0,1,1,1,1,2,0,1,1,0,1.716320196
1583,1583,1584,15730394,Crowther,1,0,0,2,8,0,2,0,0,2,1,0.0
1584,1584,1585,15631460,Swift,1,1,0,2,3,0,2,1,1,1,0,0.0
1585,1585,1586,15692002,Skelton,0,0,1,1,6,1,1,1,1,2,0,0.470723785
1586,1586,1587,15595282,White,2,0,0,1,4,0,2,1,0,2,0,0.0
1587,1587,1588,15789548,Giordano,1,0,0,1,7,0,2,1,1,1,0,0.0
1588,1588,1589,15758035,Bateson,2,0,1,2,7,2,1,0,1,1,0,1.057056096
1589,1589,1590,15617518,Hu,1,2,1,1,7,1,1,1,1,2,0,0.598461376
1590,1590,1591,15651802,Day,1,1,0,1,5,2,2,1,0,1,0,1.046163749
1591,1591,1592,15631813,Beneventi,1,0,1,1,6,0,2,1,1,1,0,0.0
1592,1592,1593,15729668,Elizabeth,0,1,1,1,3,1,1,1,0,2,0,0.390743949
1593,1593,1594,15741728,Atkins,1,1,1,1,7,2,1,1,1,1,0,1.108126516
1594,1594,1595,15576676,Serrano,1,2,0,1,6,2,2,1,1,0,0,2.48360807
1595,1595,1596,15711378,Willis,1,0,1,1,4,0,2,1,0,2,0,0.0
1596,1596,1597,15765520,Stevenson,2,2,1,1,7,2,1,1,0,2,0,1.100791221
1597,1597,1598,15656726,Ch'ien,2,0,1,1,5,1,1,1,1,0,0,1.522989282
1598,1598,1599,15647842,Cunningham,1,2,0,2,8,2,1,1,0,1,1,1.888980536
1599,1599,1600,15719309,Stephens,1,0,0,2,1,2,2,0,1,0,0,3.93305153
1600,1600,1601,15748718,Gordon,0,0,1,1,2,2,1,1,0,2,0,0.642606013
1601,1601,1602,15594404,Bevan,2,0,0,2,8,2,2,1,0,1,0,1.24234049
1602,1602,1603,15751158,Mashman,0,0,0,2,4,2,3,1,0,1,1,1.958751954
1603,1603,1604,15593470,Tu,0,2,0,1,8,2,1,1,1,0,0,7.135026184
1604,1604,1605,15695129,Milanesi,2,0,0,1,1,2,1,0,1,0,0,8.912778247
1605,1605,1606,15640865,Romano,1,2,0,1,9,1,2,1,1,1,0,1.083100645
1606,1606,1607,15714080,Goliwe,0,2,0,1,2,1,2,1,0,2,0,0.627897374
1607,1607,1608,15648721,Hsueh,1,0,1,2,4,0,2,1,1,0,0,0.0
1608,1608,1609,15801466,Gray,0,0,0,1,2,2,2,1,0,1,0,1.385028062
1609,1609,1610,15750248,Wright,1,0,0,1,8,2,1,1,0,1,0,2.014109754
1610,1610,1611,15758726,Chiemeka,1,0,0,1,0,0,2,1,1,1,0,0.0
1611,1611,1612,15781553,Chung,2,2,0,2,9,1,1,1,0,1,1,0.78052313
1612,1612,1613,15649121,Pinto,1,0,1,2,3,0,1,1,0,1,1,0.0
1613,1613,1614,15674811,Kellway,2,2,1,1,3,1,2,1,1,1,0,0.562719147
1614,1614,1615,15646037,Sopuluchi,1,0,1,2,9,0,3,1,1,1,0,0.0
1615,1615,1616,15722578,Spitzer,1,2,0,1,6,2,1,1,1,2,0,0.593797144
1616,1616,1617,15665695,Potter,1,0,0,2,4,0,2,1,1,0,0,0.0
1617,1617,1618,15801062,Matthews,0,1,0,1,4,0,2,0,1,1,0,0.0
1618,1618,1619,15662955,Nicholls,1,0,1,1,8,2,2,1,0,1,0,1.558912543
1619,1619,1620,15770309,McDonald,1,0,1,0,10,2,1,0,1,1,0,1.194847479
1620,1620,1621,15657386,Fiorentini,1,2,1,2,1,2,2,0,1,1,0,1.559312849
1621,1621,1622,15777797,Kovalyova,1,1,1,1,5,1,1,1,1,0,1,8.677280881
1622,1622,1623,15783955,Miah,1,0,0,1,4,2,2,1,0,0,0,10.71155445
1623,1623,1624,15804516,Builder,1,0,1,1,2,0,1,1,0,1,0,0.0
1624,1624,1625,15681758,Baddeley,0,1,0,1,10,0,2,1,0,1,0,0.0
1625,1625,1626,15630321,Hu,1,0,1,2,3,0,2,1,0,1,0,0.0
1626,1626,1627,15588248,Hs?,1,0,0,1,0,0,2,1,1,0,1,0.0
1627,1627,1628,15591932,Ford,1,0,1,1,5,1,1,1,0,1,0,0.794831717
1628,1628,1629,15810347,Todd,1,1,0,1,9,0,2,0,1,2,0,0.0
1629,1629,1630,15595303,Johnston,2,2,1,2,5,2,1,1,1,1,1,1.677485595
1630,1630,1631,15634950,Obiajulu,1,2,1,2,8,2,1,1,1,1,1,0.848104468
1631,1631,1632,15685372,Azubuike,0,1,1,2,1,2,1,1,1,2,1,0.795305018
1632,1632,1633,15745827,Padovesi,1,0,1,1,3,2,1,1,0,1,0,0.923502238
1633,1633,1634,15755868,Farmer,0,0,1,1,7,0,1,0,0,0,0,0.0
1634,1634,1635,15735222,Ignatieff,1,1,0,1,5,0,2,1,1,1,0,0.0
1635,1635,1636,15604804,Lu,0,0,0,1,7,2,1,1,1,1,0,1.060548982
1636,1636,1637,15718944,Artemiev,0,0,0,1,6,0,2,1,0,2,0,0.0
1637,1637,1638,15678626,Okonkwo,0,1,0,1,0,0,2,0,0,2,0,0.0
1638,1638,1639,15571550,Dore,1,0,1,1,9,0,1,1,0,1,0,0.0
1639,1639,1640,15723053,T'ang,0,2,1,1,8,2,2,0,1,0,0,10.87498108
1640,1640,1641,15661528,Ashbolt,0,1,1,2,5,2,1,1,0,1,0,1.106292007
1641,1641,1642,15754177,Bazarova,1,1,1,2,2,2,2,0,0,0,0,4.18432291
1642,1642,1643,15683544,Buccho,1,1,1,2,3,0,1,1,1,1,0,0.0
1643,1643,1644,15708048,Burn,1,0,0,1,4,2,1,1,0,1,0,1.163586434
1644,1644,1645,15701109,Andreyev,1,0,0,1,7,0,1,1,1,2,0,0.0
1645,1645,1646,15600110,Endrizzi,0,2,0,2,3,1,1,1,0,0,0,14.30958552
1646,1646,1647,15651533,Brown,0,2,0,2,5,2,1,1,0,2,1,0.727164141
1647,1647,1648,15777904,Nock,1,0,0,2,7,0,2,1,1,1,0,0.0
1648,1648,1649,15655574,Okeke,1,2,0,1,8,2,1,1,0,1,0,1.314160698
1649,1649,1650,15569423,Cunningham,2,1,1,2,4,0,2,1,0,0,0,0.0
1650,1650,1651,15718106,Kelley,1,0,1,1,6,0,2,0,0,2,0,0.0
1651,1651,1652,15585067,Wilson,1,1,1,1,9,2,1,1,1,2,1,0.605242215
1652,1652,1653,15675501,Woods,1,0,1,2,5,2,1,1,1,0,0,8.692972901
1653,1653,1654,15633233,McFarland,0,0,1,2,1,2,1,1,0,1,1,0.847108636
1654,1654,1655,15667134,Cisneros,0,0,1,1,8,0,2,0,0,1,0,0.0
1655,1655,1656,15659105,Borchgrevink,1,0,0,2,9,1,1,1,0,1,0,1.052024884
1656,1656,1657,15575409,Rozhkova,0,2,1,1,6,2,1,1,0,1,0,1.091045976
1657,1657,1658,15752342,Bradley,1,2,0,2,6,2,3,1,0,1,1,0.921318568
1658,1658,1659,15654851,Obialo,2,0,1,2,2,1,1,0,1,1,0,1.086744946
1659,1659,1660,15741429,Hudson,1,1,0,1,9,2,2,1,1,1,0,1.184759535
1660,1660,1661,15682356,Veltri,1,0,0,1,7,2,2,1,0,0,0,10.64137157
1661,1661,1662,15806447,Mazzanti,1,2,1,1,0,2,2,1,1,1,0,0.773537088
1662,1662,1663,15800229,Thorpe,1,2,1,1,7,2,1,0,1,2,0,0.718895387
1663,1663,1664,15663441,Golibe,1,2,0,1,4,2,1,1,0,2,1,0.782665803
1664,1664,1665,15791991,Udinesi,2,0,1,2,4,0,1,0,1,1,0,0.0
1665,1665,1666,15775082,Stewart,2,0,1,2,1,2,2,0,1,1,0,0.904124754
1666,1666,1667,15579706,Curtis,1,0,0,2,5,0,1,1,0,1,1,0.0
1667,1667,1668,15718247,Hayden,1,1,0,2,8,0,2,1,1,2,0,0.0
1668,1668,1669,15755722,H?,0,0,1,1,10,0,1,0,0,1,0,0.0
1669,1669,1670,15582259,Campbell,0,0,0,1,7,0,2,1,1,0,0,0.0
1670,1670,1671,15716994,Green,0,1,1,1,3,2,1,1,0,1,1,1.335877953
1671,1671,1672,15586880,P'eng,1,2,1,2,2,2,2,1,1,0,0,2.914267552
1672,1672,1673,15713854,Cremonesi,0,0,0,1,6,0,2,1,0,1,0,0.0
1673,1673,1674,15780835,Liang,1,2,0,1,1,2,1,1,1,2,0,0.73580914
1674,1674,1675,15675896,Gough,1,2,0,2,7,2,1,1,1,1,1,1.16745522
1675,1675,1676,15658459,Bates,2,1,1,1,10,0,2,1,0,2,0,0.0
1676,1676,1677,15658057,Padovesi,2,1,0,2,8,0,3,1,0,1,1,0.0
1677,1677,1678,15801767,Yin,2,1,0,1,8,0,2,1,0,1,0,0.0
1678,1678,1679,15569178,Kharlamov,0,0,0,0,4,1,1,1,0,1,0,1.152558559
1679,1679,1680,15731478,Nicholls,1,0,0,2,1,1,1,0,0,1,0,0.952500114
1680,1680,1681,15811236,Burns,1,1,1,1,6,2,1,1,1,1,0,1.707033801
1681,1681,1682,15746749,Fleming,1,1,0,1,3,0,2,1,1,1,0,0.0
1682,1682,1683,15662758,Watson,1,0,1,2,0,2,1,1,0,1,0,1.15205578
1683,1683,1684,15709387,Obiajulu,1,0,1,2,5,0,1,1,1,2,0,0.0
1684,1684,1685,15572093,Han,1,0,0,1,7,2,1,1,0,1,0,1.088779028
1685,1685,1686,15713826,Ferguson,1,2,0,0,0,2,1,0,0,1,1,1.033449867
1686,1686,1687,15570205,Tao,1,1,1,1,5,0,2,1,1,1,0,0.0
1687,1687,1688,15589348,Le Grand,2,1,1,1,4,2,1,1,1,0,0,4.753229364
1688,1688,1689,15804610,Valdez,1,0,0,2,1,0,2,0,1,2,0,0.0
1689,1689,1690,15700854,Cunningham,1,1,1,1,8,0,1,1,0,1,1,0.0
1690,1690,1691,15758836,Godfrey,1,1,1,1,3,1,2,0,1,1,0,0.993018533
1691,1691,1692,15772933,Mai,1,1,1,1,8,0,1,1,1,1,0,0.0
1692,1692,1693,15809006,Walker,1,0,1,1,7,2,2,0,0,1,0,1.353017688
1693,1693,1694,15689612,Pirozzi,0,1,0,1,8,0,1,0,1,1,0,0.0
1694,1694,1695,15744614,Feng,0,0,1,1,9,2,1,1,1,1,0,1.612978889
1695,1695,1696,15704250,Akabueze,0,0,1,1,7,0,2,0,0,1,0,0.0
1696,1696,1697,15700255,Robson,2,2,1,2,8,1,2,0,0,1,0,0.892305547
1697,1697,1698,15669410,Yevdokimova,1,0,1,1,8,2,2,0,0,0,0,4.444052731
1698,1698,1699,15807595,Ijendu,0,2,1,2,7,2,2,1,0,1,0,2.822064737
1699,1699,1700,15664523,Colombo,1,2,0,1,8,2,2,1,0,0,0,3.60705958
1700,1700,1701,15642833,Akubundu,1,0,0,1,8,0,2,1,0,1,0,0.0
1701,1701,1702,15605279,Francis,2,0,1,2,9,0,4,1,1,2,1,0.0
1702,1702,1703,15713644,Marshall,1,1,1,1,5,0,2,1,0,2,0,0.0
1703,1703,1704,15750466,Rhodes,2,2,1,2,1,1,1,1,0,2,0,0.433133704
1704,1704,1705,15739054,Y?,1,0,0,1,4,1,1,0,1,1,0,0.685800416
1705,1705,1706,15612771,Bell,0,0,1,1,4,2,1,1,1,0,0,35.48462526
1706,1706,1707,15788483,Kerr,2,1,1,1,0,0,1,1,0,1,0,0.0
1707,1707,1708,15732832,Jideofor,1,0,0,1,5,0,2,1,0,0,0,0.0
1708,1708,1709,15772892,Robertson,1,0,0,2,2,0,1,0,0,1,0,0.0
1709,1709,1710,15713843,Kao,2,1,1,1,2,0,2,0,1,0,0,0.0
1710,1710,1711,15567993,Palmer,2,1,1,1,8,2,1,1,0,1,0,1.698259373
1711,1711,1712,15617603,Mackay,2,2,1,1,5,2,2,1,1,1,0,1.205815565
1712,1712,1713,15744983,Burgmann,1,1,1,2,1,2,1,1,1,1,0,1.461422948
1713,1713,1714,15630419,Davis,1,0,1,2,9,2,1,1,0,1,0,2.625300172
1714,1714,1715,15738828,Milano,2,2,1,2,6,2,1,0,0,2,0,0.94093272
1715,1715,1716,15778025,Dellucci,1,2,1,2,9,2,2,0,1,2,0,0.55741646
1716,1716,1717,15799479,Coles,2,1,1,1,9,0,1,1,1,1,0,0.0
1717,1717,1718,15684269,Gray,1,1,0,1,3,1,1,1,0,0,1,3.150787774
1718,1718,1719,15762745,Macvitie,1,1,1,1,8,0,1,1,0,1,0,0.0
1719,1719,1720,15746970,Townsend,2,1,0,2,1,0,2,1,1,0,0,0.0
1720,1720,1721,15725024,Pope,2,2,0,1,3,2,2,0,1,0,0,3.170139171
1721,1721,1722,15592116,Jensen,1,0,0,1,7,0,2,1,0,0,0,0.0
1722,1722,1723,15624391,Thomson,1,1,0,1,5,2,1,1,1,2,0,0.564492896
1723,1723,1724,15567422,Chiazagomekpele,1,0,1,2,6,0,2,1,0,2,0,0.0
1724,1724,1725,15612627,Ozuluonye,1,2,1,1,5,2,2,1,0,1,0,1.731127678
1725,1725,1726,15574879,Wright,1,2,0,1,2,2,2,0,1,0,0,5.262181692
1726,1726,1727,15745107,Lung,2,2,1,1,5,2,1,0,1,1,0,1.2490511
1727,1727,1728,15734491,Lombardo,1,1,0,1,4,0,2,1,1,0,0,0.0
1728,1728,1729,15675320,Leonard,2,1,0,1,5,1,2,0,0,1,0,0.758811256
1729,1729,1730,15643824,Johnston,1,0,1,1,0,2,2,0,1,1,0,1.773143978
1730,1730,1731,15643438,P'eng,2,0,1,0,7,0,2,1,0,0,0,0.0
1731,1731,1732,15721730,Amechi,1,1,0,2,4,0,2,1,0,1,0,0.0
1732,1732,1733,15680727,Fang,2,0,1,2,5,2,1,1,0,1,0,0.819688885
1733,1733,1734,15752508,Docherty,1,2,1,1,7,2,2,1,1,1,0,1.945784832
1734,1734,1735,15808846,Horton,1,2,0,1,3,2,2,1,1,2,0,1.00815372
1735,1735,1736,15727251,Vincent,1,0,1,1,8,2,1,0,0,1,0,1.895747059
1736,1736,1737,15663489,Onio,1,2,0,1,0,2,1,1,0,2,0,0.71666941
1737,1737,1738,15683677,Schiavone,2,1,1,1,9,0,1,1,1,0,0,0.0
1738,1738,1739,15596414,Chandler,2,1,1,2,8,2,1,1,0,0,0,5.808897264
1739,1739,1740,15730639,Fiorentino,1,0,1,1,7,2,2,1,0,1,0,2.140021836
1740,1740,1741,15672132,Butusov,1,0,0,2,7,2,1,0,0,0,0,2.61896653
1741,1741,1742,15742638,Wang,2,0,0,1,4,0,2,0,1,0,0,0.0
1742,1742,1743,15578603,Alexeieva,1,2,0,2,1,1,1,0,0,1,1,0.559756147
1743,1743,1744,15726088,Vinogradova,0,0,1,1,6,0,1,1,1,0,0,0.0
1744,1744,1745,15682533,Hughes,2,0,0,1,7,1,1,0,1,2,0,0.424052625
1745,1745,1746,15772995,Ts'ao,0,0,1,1,2,2,1,1,0,1,0,1.544724234
1746,1746,1747,15765694,Bage,1,1,0,2,1,0,1,0,1,1,1,0.0
1747,1747,1748,15659486,Yudina,1,2,1,1,9,1,1,1,0,0,0,4.94247795
1748,1748,1749,15568963,Naquin,1,2,1,1,2,2,1,1,0,2,1,0.869605724
1749,1749,1750,15703820,Endrizzi,0,0,1,2,9,2,2,1,0,1,1,1.322859935
1750,1750,1751,15569410,Tang,1,2,0,1,7,2,2,1,1,2,0,0.747850383
1751,1751,1752,15632256,Schroeder,0,0,1,1,7,2,1,0,0,1,0,1.479619008
1752,1752,1753,15724466,Swearingen,2,2,0,2,2,1,1,1,0,2,0,0.425785843
1753,1753,1754,15777639,McGregor,1,1,0,1,10,2,2,0,0,0,0,2.729995033
1754,1754,1755,15802501,Onyeorulu,2,2,1,1,5,2,2,1,0,1,0,0.855301765
1755,1755,1756,15778410,Clarke,0,1,0,2,7,0,1,0,1,2,1,0.0
1756,1756,1757,15670702,Smith,1,0,1,1,2,2,2,0,1,1,0,1.660638354
1757,1757,1758,15704763,Kozlova,0,2,0,1,1,2,1,1,1,1,1,1.212206121
1758,1758,1759,15645544,Nekrasov,1,2,0,1,5,2,1,1,0,0,0,222.7416442
1759,1759,1760,15757646,Olague,1,0,1,1,9,0,2,1,0,2,0,0.0
1760,1760,1761,15701121,Holt,0,0,1,1,5,2,1,0,1,1,1,0.810512433
1761,1761,1762,15796313,Olsen,1,0,0,1,4,2,2,1,0,1,1,1.201900006
1762,1762,1763,15815660,Mazzi,2,0,0,1,1,2,1,1,1,1,0,2.538156881
1763,1763,1764,15602844,Niu,1,0,1,1,7,2,1,0,0,2,0,0.515177451
1764,1764,1765,15636238,Graham,1,0,1,1,1,0,2,1,1,1,0,0.0
1765,1765,1766,15770101,Millar,2,2,1,2,6,2,2,1,1,0,0,3.053624202
1766,1766,1767,15645543,Bell,1,0,0,1,3,0,2,1,1,0,0,0.0
1767,1767,1768,15596397,Kelly,2,0,0,2,7,0,2,1,1,1,0,0.0
1768,1768,1769,15770525,T'an,2,1,1,1,1,2,2,0,0,0,0,8.659377383
1769,1769,1770,15684267,Davila,1,2,1,1,2,1,2,1,1,1,0,0.692676035
1770,1770,1771,15689980,Willis,2,1,0,1,4,2,1,0,0,1,1,0.903535383
1771,1771,1772,15633260,Dumetochukwu,1,0,1,1,1,2,1,0,1,1,0,1.608927901
1772,1772,1773,15756471,Giles,1,2,1,1,4,2,2,1,1,2,0,0.737569178
1773,1773,1774,15721303,O'Meara,1,1,1,1,1,2,1,0,0,0,0,5.553936456
1774,1774,1775,15802256,Yao,0,0,1,1,7,2,2,1,0,1,0,0.801116476
1775,1775,1776,15725664,Wallace,0,0,0,1,8,2,1,0,0,2,0,0.681412132
1776,1776,1777,15674851,T'ien,1,0,1,1,5,0,2,0,0,1,0,0.0
1777,1777,1778,15701946,Ndubueze,1,0,1,1,4,2,1,0,0,1,0,1.271330924
1778,1778,1779,15748947,Chukwuraenye,1,0,0,2,5,1,1,1,1,1,0,1.404397248
1779,1779,1780,15673342,K'ung,1,0,1,1,2,0,2,1,0,1,0,0.0
1780,1780,1781,15601008,Stevenson,2,0,1,1,8,0,2,1,0,1,0,0.0
1781,1781,1782,15771636,Marshall,2,1,0,1,0,0,1,0,0,1,0,0.0
1782,1782,1783,15642002,Hayward,0,0,0,1,6,2,2,0,0,1,1,1.235418776
1783,1783,1784,15693381,Tipton,0,1,1,1,1,2,2,0,1,2,0,0.884496444
1784,1784,1785,15607691,Gibson,1,0,1,1,8,2,1,1,1,1,0,1.833651021
1785,1785,1786,15589380,Fraser,1,2,1,1,3,2,2,1,1,1,0,1.310837541
1786,1786,1787,15603846,Fang,1,1,1,1,2,0,2,1,0,1,1,0.0
1787,1787,1788,15753549,Dubinina,1,0,1,1,1,2,1,0,0,0,1,4.204368855
1788,1788,1789,15725355,Morey,0,0,0,2,8,0,1,0,1,1,0,0.0
1789,1789,1790,15773017,Todd,2,1,0,1,6,0,2,1,1,2,0,0.0
1790,1790,1791,15625641,Forbes,1,2,0,2,3,2,2,1,1,0,0,6.571369329
1791,1791,1792,15776467,De Salis,1,1,0,1,8,0,2,1,0,1,0,0.260797569
1792,1792,1793,15746451,Barry,1,1,1,2,7,2,1,0,1,2,0,0.527154508
